colClues,difficulty,number,rowClues,sizeCol,sizeRow,solution,title
"0 ,0 ,10,0 ,1,1,0 ,0 ,12,1,1,1,1,1,1,1,1,1,0 ,1,3,0 ,1,2,0 ,1,1,0 ,2,2,0 ,0 ,8",10-Feb,6283,"0 ,1,1,1,1,1,1,1,1,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,0 ,1,0 ,10,2,1,1,1,1,1,1,2,10,2,5",11,12,http://static.nonograms.org/files/nonograms/large/pivnaya_kruzhka2_12_1_1p.png,Beer mug
"0 ,0 ,0 ,9,0 ,0 ,0 ,13,4,1,1,4,0 ,3,7,3,0 ,0 ,2,7,0 ,1,3,3,1,3,1,3,1,3,2,3,0 ,2,4,4,0 ,0 ,0 ,13,0 ,0 ,0 ,9",10-Mar,8785,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,3,3,3,2,6,2,1,2,6,2,3,3,0 ,0 ,5,2,1,4,6,8,3,2,2,2,3,8,6,4,3,2",11,16,http://static.nonograms.org/files/nonograms/large/telefon14_12_1_1p.png,Phone
"0 ,0 ,2,2,2,1,1,2,0 ,1,1,1,0 ,5,1,1,0 ,7,2,2,0 ,0 ,9,5,0 ,2,8,3,0 ,6,3,1,0 ,5,3,4,0 ,5,3,2,0 ,0 ,5,2",10-Apr,12405,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,4,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,1,1,6,1,4,3,3,3,3,3,0 ,0 ,0 ,3,5,4,8,8,2,1,2,2,1,1,4,2,4,3,3",11,16,http://static.nonograms.org/files/nonograms/large/kit9_12_1_1p.png,Whale
"0 ,1,2,2,0 ,0 ,1,5,0 ,4,3,1,1,1,1,1,0 ,0 ,3,3,0 ,0 ,2,2,5,1,6,1,0 ,0 ,3,9,0 ,0 ,3,7,1,4,3,4,0 ,0 ,6,4",10-Apr,17465,"0 ,0 ,0 ,0 ,0 ,2,2,0 ,0 ,0 ,2,1,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,1,1,1,0 ,0 ,0 ,2,1,0 ,1,3,0 ,0 ,0 ,0 ,0 ,1,1,5,11,7,2,1,3,3,3,1,1,8,3,1,5,5,5,3,1",11,20,http://static.nonograms.org/files/nonograms/large/zaychiki4_12_1_1p.png,Bunnies
"0 ,1,0 ,1,0 ,4,1,1,0 ,3,0 ,2,0 ,5,3,1,0 ,3,1,4,0 ,6",10-Feb,2549,"0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,1,1,0 ,1,1,2,1,1,5,11,7,2,1",11,7,http://static.nonograms.org/files/nonograms/large/zayac5_12_1_1p.png,Hare
"0 ,4,0 ,6,2,2,2,2,0 ,2,0 ,2,0 ,2,0 ,2,0 ,0 ,0 ,2,0 ,2",10-Feb,4929,"0 ,0 ,2,2,0 ,0 ,0 ,0 ,2,4,0 ,0 ,3,4,2,2,6,3",11,6,http://static.nonograms.org/files/nonograms/large/voprositelniy_znak_12_1_1p.png,Question mark
"0 ,0 ,0 ,3,0 ,0 ,0 ,5,0 ,0 ,0 ,9,0 ,0 ,4,5,0 ,0 ,5,5,0 ,4,4,1,0 ,5,2,3,1,4,1,2,0 ,1,8,1,0 ,2,5,2,0 ,2,2,2,0 ,0 ,2,2",10-Mar,8096,"0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,7,6,7,4,0 ,0 ,0 ,3,3,9,10,7,3,2,2,5,4,2,8,2,1",12,14,http://static.nonograms.org/files/nonograms/large/slonik9_12_1_1p.png,Elephant
"0 ,2,2,1,2,3,0 ,3,3,0 ,3,3,0 ,2,2,1,1,1,0 ,2,1,0 ,2,1,0 ,2,1,0 ,2,1,0 ,3,2,0 ,3,2",10-Feb,20662,"0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,5,0 ,0 ,0 ,0 ,6,5,7,6,2,3,0 ,0 ,3,2,6",12,9,http://static.nonograms.org/files/nonograms/large/kuvshin6_12_1_1p.png,Pitcher
"0 ,0 ,1,0 ,0 ,2,0 ,0 ,2,0 ,0 ,1,0 ,0 ,3,0 ,0 ,6,0 ,0 ,7,0 ,0 ,7,0 ,0 ,7,0 ,0 ,8,0 ,7,1,1,5,1",10-Mar,16486,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,3,6,0 ,1,3,4,6,6,7,7,1,7,1,2",12,11,http://static.nonograms.org/files/nonograms/large/zayka30_12_1_1p.png,Bunny
"0 ,3,0 ,4,1,3,1,1,0 ,9,3,1,3,1,0 ,3,0 ,5,1,1,2,3,0 ,1",10-Mar,514,"0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,3,1,1,3,0 ,3,1,1,0 ,1,3,1,5,9,7,1,2,3",12,9,http://static.nonograms.org/files/nonograms/large/182_12_1_1p.png,Man
"0 ,0 ,7,0 ,0 ,9,3,1,3,4,2,3,3,1,3,0 ,0 ,11,0 ,0 ,11,0 ,0 ,9,0 ,2,2,0 ,2,3,0 ,0 ,7,0 ,0 ,5",10-Mar,29,"0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,2,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,3,8,3,2,0 ,0 ,0 ,5,7,11,7,2,2,3,7,11,7,5",12,11,http://static.nonograms.org/files/nonograms/large/face_12_1_1p.png,Face
"0 ,1,0 ,1,0 ,2,0 ,2,2,3,2,2,1,2,0 ,2,5,1,0 ,7,0 ,6,0 ,4",10-Mar,7389,"0 ,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,5,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,4,4,4,4,2,4,3,2,1,1",12,11,http://static.nonograms.org/files/nonograms/large/trubka2_12_1_1p.png,Smoking pipe
"0 ,0 ,0 ,1,0 ,0 ,0 ,1,0 ,0 ,1,1,0 ,0 ,0 ,3,0 ,0 ,0 ,1,0 ,0 ,0 ,3,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,1,1,1,1,2,0 ,0 ,0 ,7,0 ,0 ,0 ,5",10-Mar,16909,"0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,2,0 ,0 ,0 ,0 ,1,1,2,7,2,7,2,1,1,1",12,10,http://static.nonograms.org/files/nonograms/large/svecha19_12_1_1p.png,Candle
"0 ,0 ,2,6,0 ,0 ,4,6,2,2,1,1,0 ,2,2,2,0 ,4,1,1,0 ,0 ,5,3,0 ,0 ,5,4,0 ,0 ,0 ,4,0 ,0 ,0 ,1,0 ,0 ,2,1,0 ,0 ,3,1,0 ,0 ,4,1",10-Mar,18849,"0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,4,8,8,1,0 ,0 ,0 ,2,3,1,0 ,7,3,2,1,3,3,5,4,1,2,2,7",12,12,http://static.nonograms.org/files/nonograms/large/mat_shahmati_12_1_1p.png,Checkmate
"0 ,0 ,2,3,0 ,0 ,3,3,0 ,0 ,3,3,0 ,0 ,1,2,0 ,0 ,1,4,1,1,1,2,0 ,0 ,3,4,1,1,2,2,0 ,2,1,3,0 ,0 ,1,5,0 ,0 ,2,5,0 ,0 ,1,3",10-Jun,10730,"0 ,1,0 ,0 ,1,3,1,0 ,2,2,0 ,0 ,2,1,2,2,1,1,1,2,3,2,1,0 ,2,3,4,1,3,3,5,4,3,2,5,3",12,12,http://static.nonograms.org/files/nonograms/large/vishenki12_12_1_1p.png,Cherries
"0 ,0 ,0 ,2,0 ,0 ,0 ,4,0 ,0 ,1,3,0 ,0 ,5,2,0 ,2,6,2,0 ,0 ,6,2,0 ,0 ,5,1,0 ,0 ,1,1,0 ,0 ,1,1,2,1,1,2,0 ,0 ,0 ,9,0 ,0 ,0 ,5",10-Mar,16514,"0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,4,5,0 ,3,3,3,0 ,1,3,3,4,1,2,1,10,2,2,2,8,1,2,1",12,12,http://static.nonograms.org/files/nonograms/large/loshadka_kachalka5_12_1_1p.png,Rocking horse
"0 ,8,1,2,0 ,2,4,2,1,1,3,1,0 ,0 ,1,4,0 ,1,1,1,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,1,3,0 ,1,3,3,0 ,1,5,3,0 ,2,5,2,0 ,0 ,0 ,13",10-Mar,16491,"0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,3,2,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,2,1,1,1,4,4,3,0 ,1,3,2,2,12,2,1,1,3,4,4,4,2,1,1,7,8",12,13,http://static.nonograms.org/files/nonograms/large/sobachka17_12_1_1p.png,Dog
"0 ,2,9,0 ,2,8,1,2,8,0 ,4,8,3,2,2,2,2,4,1,1,4,1,1,1,0 ,1,2,0 ,0 ,3,0 ,1,4,0 ,0 ,13",10-Mar,10803,"0 ,2,3,2,1,0 ,0 ,4,4,4,4,0 ,0 ,7,3,2,2,2,5,4,1,1,2,2,7,6,2,1,1,1,1,1,1,1,1,2,3,4,5",12,13,http://static.nonograms.org/files/nonograms/large/lebed15_12_1_1p.png,Swan
"0 ,0 ,1,0 ,0 ,4,0 ,0 ,4,0 ,0 ,2,0 ,3,3,0 ,0 ,11,0 ,10,2,0 ,1,7,1,2,4,1,1,1,1,1,1,1,1,1",10-Mar,17063,"0 ,1,5,0 ,2,2,1,4,0 ,5,2,0 ,0 ,2,1,1,11,5,3,3,1,6,1,3,3,2",12,13,http://static.nonograms.org/files/nonograms/large/kon34_12_1_1p.png,Horse
"3,3,5,5,0 ,13,0 ,13,0 ,13,0 ,13,0 ,11,0 ,9,0 ,7,0 ,5,0 ,3,0 ,1",10-Mar,45,"4,6,8,9,10,10,10,10,10,9,8,6,4",12,13,http://static.nonograms.org/files/nonograms/large/heart_12_1_1p.png,Heart
"0 ,0 ,4,5,3,0 ,0 ,0 ,0 ,15,0 ,0 ,0 ,0 ,15,0 ,0 ,0 ,0 ,15,0 ,0 ,6,1,6,0 ,0 ,4,5,4,0 ,0 ,3,5,4,0 ,0 ,1,1,1,1,1,1,1,1,0 ,0 ,2,2,2,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,2",10-Mar,837,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7,7,4,0 ,4,0 ,2,9,4,6,7,0 ,0 ,6,7,1,1,1,9,2,10,3,1,1,1,1,7,7",12,15,http://static.nonograms.org/files/nonograms/large/121_12_1_1p.png,Elephant
"0 ,0 ,2,4,0 ,0 ,0 ,8,0 ,4,1,5,0 ,4,1,1,0 ,3,2,1,0 ,3,1,2,0 ,0 ,2,1,0 ,0 ,3,3,1,3,1,3,0 ,0 ,5,5,0 ,0 ,5,5,0 ,0 ,3,3",10-Apr,14707,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,0 ,1,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,3,2,3,1,2,1,3,3,3,0 ,0 ,0 ,1,3,3,5,6,3,2,3,3,7,5,3,3,2,1",12,15,http://static.nonograms.org/files/nonograms/large/vishenki24_12_1_1p.png,Cherries
"0 ,0 ,0 ,5,0 ,0 ,0 ,6,0 ,0 ,3,1,0 ,0 ,0 ,5,0 ,0 ,3,1,0 ,0 ,6,3,3,1,2,1,0 ,0 ,10,1,0 ,0 ,12,1,0 ,0 ,0 ,14,0 ,0 ,4,8,0 ,0 ,4,6",10-Mar,13918,"0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,6,2,0 ,0 ,0 ,0 ,1,1,0 ,4,11,12,12,3,3,6,5,5,6,7,4,3,5",12,14,http://static.nonograms.org/files/nonograms/large/botinok5_12_1_1p.png,Shoes
"0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,6,0 ,0 ,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,0 ,0 ,0 ,14,0 ,0 ,0 ,0 ,0 ,0 ,14,0 ,0 ,0 ,0 ,0 ,0 ,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,14",10-Feb,17617,"0 ,7,10,8,10,8,9,6,4,6,4,6,4,0 ,10,1,1,1,1,1,1,1,1,1,1,1,1,7",12,14,http://static.nonograms.org/files/nonograms/large/royal_12_1_1p.png,Piano
"0 ,0 ,4,4,6,0 ,0 ,4,2,6,0 ,0 ,0 ,5,7,2,1,1,3,3,0 ,1,1,2,2,0 ,1,2,2,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,1,0 ,0 ,5,2,2,0 ,0 ,0 ,5,7,0 ,0 ,0 ,6,6,0 ,0 ,8,1,5",10-Mar,13636,"0 ,0 ,0 ,0 ,0 ,1,0 ,2,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,6,4,3,5,1,1,2,1,1,1,5,4,3,4,5,7,4,5,5,4,7,2,1,1,1,1,3,4,3,4,4,3",12,16,http://static.nonograms.org/files/nonograms/large/letuchaya_mish12_12_1_1p.png,Bat
"0 ,0 ,2,4,1,0 ,0 ,1,6,1,0 ,0 ,1,6,1,1,1,2,1,1,0 ,0 ,0 ,4,7,0 ,0 ,0 ,6,5,0 ,0 ,0 ,6,4,0 ,0 ,0 ,8,3,0 ,1,8,2,1,0 ,0 ,0 ,8,4,0 ,0 ,2,2,2,0 ,0 ,0 ,2,2",10-Apr,7074,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,4,3,0 ,0 ,3,5,1,0 ,1,1,5,8,8,9,6,5,5,4,8,10,7,2,2,3",12,16,http://static.nonograms.org/files/nonograms/large/slonik6_12_1_1p.png,Elephant
"0 ,0 ,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,1,1,2,3,0 ,0 ,1,1,2,3,2,0 ,0 ,3,1,2,2,2,1,1,1,1,3,2,2,0 ,0 ,0 ,5,2,3,2,0 ,0 ,0 ,0 ,4,7,2,0 ,0 ,0 ,0 ,3,5,2,0 ,0 ,0 ,0 ,3,3,3,0 ,0 ,0 ,0 ,0 ,0 ,12,0 ,0 ,0 ,0 ,0 ,0 ,13,0 ,0 ,0 ,0 ,0 ,0 ,7",10-Mar,13187,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,1,2,2,1,3,0 ,0 ,0 ,3,0 ,3,0 ,0 ,5,2,2,2,2,3,4,2,2,0 ,0 ,2,2,8,6,8,3,4,7,6,3,3,2,3,3,1,6,3",12,17,http://static.nonograms.org/files/nonograms/large/ulitka35_12_1_1p.png,Snail
"0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,2,2,0 ,0 ,0 ,1,3,0 ,0 ,1,1,3,0 ,1,1,1,6,1,1,1,6,2,0 ,3,1,4,2,0 ,0 ,0 ,4,3,0 ,0 ,0 ,0 ,8,0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,2",10-Apr,14706,"0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,3,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,2,3,3,3,9,1,0 ,0 ,1,1,2,1,1,2,2,2,2,1,2,3,1,1,6,2,1",12,17,http://static.nonograms.org/files/nonograms/large/golub17_12_1_1p.png,Dove
"0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,8,0 ,0 ,1,1,5,0 ,0 ,0 ,2,10,0 ,1,1,4,2,1,1,3,1,1,1,1,3,3,1,0 ,0 ,4,4,1,0 ,0 ,3,3,2,0 ,2,2,1,2,0 ,0 ,0 ,2,2",10-Apr,2126,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,6,1,4,5,4,3,2,2,0 ,0 ,0 ,1,6,2,1,1,6,4,1,2,3,1,3,2,4,7,1,3",12,17,http://static.nonograms.org/files/nonograms/large/zhivotnoe_12_1_1p.png,Animal
"0 ,0 ,1,4,2,0 ,0 ,1,6,1,0 ,0 ,2,8,2,0 ,0 ,2,8,2,2,2,2,2,2,0 ,0 ,1,8,1,0 ,0 ,4,6,2,0 ,1,5,4,1,0 ,0 ,0 ,7,2,0 ,0 ,6,2,1,0 ,0 ,0 ,6,5,0 ,0 ,2,2,3",10-Mar,20700,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,1,4,6,4,0 ,0 ,3,6,1,1,0 ,0 ,1,1,5,6,11,5,5,4,3,11,12,2,2,2,1,6,3",12,17,http://static.nonograms.org/files/nonograms/large/slonik37_12_1_1p.png,Elephant
"0 ,1,0 ,1,0 ,2,0 ,5,0 ,7,2,6,11,1,10,2,0 ,12,2,9,2,2,1,1",10-Apr,13711,"0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,2,3,2,6,9,9,8,6,5,4,3,3,2,2,2,2,2",12,18,http://static.nonograms.org/files/nonograms/large/delfinchik6_12_1_1p.png,Dolphin
"0 ,0 ,0 ,0 ,18,0 ,0 ,0 ,3,3,0 ,1,2,2,1,0 ,1,2,2,1,0 ,1,2,2,1,0 ,1,2,2,1,0 ,1,4,4,1,1,2,4,2,1,1,2,2,2,1,0 ,0 ,0 ,3,3,0 ,0 ,0 ,2,2,0 ,0 ,0 ,0 ,18",10-Feb,2145,"0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,3,2,2,1,1,1,1,1,1,1,1,2,2,3,0 ,0 ,0 ,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,0 ,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,12",12,18,http://static.nonograms.org/files/nonograms/large/pismo_12_1_1p.png,Letter
"0 ,0 ,1,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,0 ,0 ,2,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,8,0 ,1,3,1,1,1,0 ,2,3,0 ,2,2,0 ,0 ,4",10-Mar,12310,"0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,4,2,0 ,0 ,0 ,0 ,1,1,1,1,1,1,0 ,1,0 ,4,2,2,1,1,2,2,4,1,2",13,10,http://static.nonograms.org/files/nonograms/large/chashka_kofe6_12_1_1p.png,Cup of coffee
"0 ,0 ,1,1,1,1,1,1,0 ,1,7,1,0 ,0 ,3,3,1,1,1,1,0 ,0 ,1,1,0 ,3,1,3,0 ,0 ,3,3,0 ,3,3,3,0 ,0 ,1,1,0 ,0 ,0 ,7,0 ,0 ,3,3,0 ,0 ,4,4",10-Mar,7714,"0 ,1,0 ,0 ,1,1,1,0 ,0 ,1,0 ,2,1,0 ,0 ,1,1,1,0 ,0 ,1,2,3,3,0 ,2,1,1,1,2,0 ,3,3,1,2,12,3,1,1,1,3,12,2,1",13,11,http://static.nonograms.org/files/nonograms/large/plyusheviy_monstrik_12_1_1p.png,Plush monster
"0 ,0 ,3,0 ,4,1,0 ,3,1,0 ,1,3,1,4,1,0 ,3,1,0 ,1,1,0 ,1,1,0 ,1,1,0 ,1,3,0 ,3,4,0 ,4,3,0 ,0 ,3",10-Mar,3002,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,0 ,0 ,0 ,0 ,0 ,1,2,1,1,2,1,0 ,2,3,3,10,1,2,1,2,3,3,11",13,11,http://static.nonograms.org/files/nonograms/large/nota2_12_1_1p.png,Note
"0 ,0 ,3,3,0 ,0 ,2,2,0 ,0 ,2,2,2,2,2,2,2,2,2,2,0 ,3,1,3,1,2,2,1,0 ,0 ,0 ,5,0 ,2,1,2,0 ,0 ,4,4,0 ,2,1,2,0 ,0 ,0 ,5,0 ,1,7,1",10-Mar,6940,"0 ,0 ,1,2,0 ,0 ,0 ,2,1,0 ,0 ,7,0 ,2,2,2,1,2,2,2,0 ,7,3,6,1,1,1,2,1,1,1,6,3,1,3,1,2,2,3,2,2,1,3,1",13,11,http://static.nonograms.org/files/nonograms/large/cherep_s_kostyami_12_1_1p.png,The skull and crossbones
"0 ,3,0 ,4,6,1,4,2,5,2,6,2,0 ,8,0 ,7,0 ,4,0 ,2,0 ,1,0 ,1,0 ,4",10-Mar,16803,"0 ,0 ,0 ,8,8,0 ,6,0 ,0 ,0 ,0 ,0 ,1,3,6,1,1,11,1,4,2,3,4,3",13,12,http://static.nonograms.org/files/nonograms/large/ptica36_12_1_1p.png,Bird
"0 ,0 ,0 ,8,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,0 ,8,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,4,4,1,2,1,2,1,3,1,3,0 ,0 ,3,3",10-Feb,13912,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,0 ,0 ,1,1,0 ,0 ,1,1,1,1,1,1,0 ,2,1,2,4,12,1,1,2,1,2,4,12",13,12,http://static.nonograms.org/files/nonograms/large/noti2_12_1_1p.png,Notes
"0 ,0 ,1,1,0 ,1,1,1,0 ,1,1,1,0 ,0 ,0 ,1,0 ,0 ,0 ,12,0 ,0 ,0 ,14,1,3,3,4,1,3,2,3,0 ,0 ,0 ,14,0 ,2,6,2,0 ,0 ,3,3,0 ,0 ,3,3,0 ,0 ,0 ,8",10-Mar,20549,"0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,1,2,3,1,1,2,3,1,0 ,0 ,0 ,1,0 ,0 ,5,2,2,7,6,2,2,5,1,0 ,4,1,7,8,3,2,1,1,1,1,2,3,8,7",13,14,http://static.nonograms.org/files/nonograms/large/chashka_kofe9_12_1_1p.png,Cup of Coffee
"0 ,0 ,0 ,2,0 ,0 ,1,2,0 ,1,1,1,0 ,0 ,1,6,0 ,1,7,1,4,1,2,1,0 ,4,2,1,3,1,1,1,2,1,1,1,0 ,2,1,3,0 ,0 ,2,2,0 ,0 ,1,4,0 ,0 ,0 ,2",10-Jun,15122,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,4,0 ,1,1,2,0 ,0 ,0 ,0 ,2,1,1,6,7,1,4,1,1,1,2,1,0 ,0 ,1,1,1,1,2,2,2,1,1,3,2,4,1,1",13,14,http://static.nonograms.org/files/nonograms/large/zhuk11_12_1_1p.png,Beetle
"0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,7,0 ,0 ,1,1,1,1,1,1,1,1,1,1,1,1,1,0 ,0 ,2,1,2,0 ,0 ,0 ,0 ,11,0 ,0 ,0 ,3,3,0 ,0 ,0 ,4,4,0 ,0 ,0 ,0 ,11",10-Feb,19200,"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,5,0 ,5,2,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,10,1,1,1,0 ,0 ,0 ,2,5,8,2,1,1,1,1,1,2,8,5,2",13,13,http://static.nonograms.org/files/nonograms/large/emodzi_kakashka2_12_1_1p.png,The Best Emoji
"0 ,0 ,2,0 ,0 ,4,0 ,0 ,4,0 ,2,4,0 ,2,7,2,5,2,2,4,2,2,5,2,0 ,0 ,12,0 ,0 ,10,0 ,0 ,8,0 ,0 ,8,0 ,0 ,4",10-Mar,10149,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,0 ,0 ,1,6,6,4,4,12,13,13,12,5,4,6,4",13,13,http://static.nonograms.org/files/nonograms/large/chaynik23_12_1_1p.png,Kettle
"0 ,0 ,1,1,0 ,0 ,2,2,0 ,0 ,6,2,1,1,2,3,3,4,1,1,0 ,0 ,4,3,0 ,2,1,1,0 ,0 ,4,4,0 ,6,1,1,0 ,0 ,0 ,10,0 ,0 ,0 ,7,0 ,0 ,2,2,0 ,0 ,2,2",10-Apr,15388,"0 ,0 ,3,0 ,0 ,0 ,0 ,1,0 ,2,0 ,1,0 ,1,4,2,2,1,6,4,2,1,1,5,1,0 ,1,5,5,6,7,5,5,1,2,1,1,2,4",13,13,http://static.nonograms.org/files/nonograms/large/kot45_12_1_1p.png,Cat
"0 ,0 ,5,0 ,0 ,7,2,1,6,3,1,5,0 ,1,5,0 ,2,5,0 ,1,7,3,1,5,1,1,5,0 ,2,4,0 ,0 ,7,0 ,2,2,0 ,2,2",10-Mar,8824,"0 ,0 ,1,2,2,3,4,0 ,9,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,2,2,7,1,0 ,0 ,0 ,0 ,2,3,2,1,4,1,3,2,1,12,10,7,4",13,13,http://static.nonograms.org/files/nonograms/large/yozhik14_12_1_1p.png,Hedgehog
"0 ,0 ,4,0 ,0 ,6,0 ,1,1,0 ,1,1,1,1,1,0 ,0 ,6,3,5,2,0 ,10,2,0 ,10,1,0 ,9,2,0 ,9,2,0 ,0 ,12,0 ,1,1",10-Mar,13482,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,2,2,2,1,2,2,0 ,0 ,1,2,3,5,6,6,7,7,8,7,5,4,1,6,3",13,15,http://static.nonograms.org/files/nonograms/large/chaynik26_12_1_1p.png,Kettle
